Production rate of Ti-44 by GCR (all) in meteoroid 30cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,10.08,15.16,20.24,25.32,30.4,35.48,40.56,45.64,50.72,55.8,60.88,65.96,71.04,76.12,81.2,86.28,91.36,96.44,101.52,106.6
950,1.0875168961132756e-05,1.0950385011519247e-05,1.1044268858497671e-05,1.127642108221364e-05,1.1002547337467942e-05,1.1293417968203388e-05,1.1483964987243851e-05,1.1638563091812782e-05,1.1799871090894407e-05,1.1934875400670533e-05,1.2014067040436574e-05,1.21277819789854e-05,1.217639467737365e-05,1.2226992636156953e-05,1.2279705498273386e-05,1.2276989141502164e-05,1.229208568531167e-05,1.237892483883689e-05,1.2426848775850642e-05,1.2408639920035886e-05,1.2447287893864621e-05,1.2463451437393814e-05,1.231734129262815e-05,1.2099658736292748e-05
1000,1.037133339040287e-05,1.0449977190296091e-05,1.0549428082564017e-05,1.0778761521602419e-05,1.0531485932738654e-05,1.082034134348749e-05,1.1011500597771886e-05,1.116766198937061e-05,1.132859902235969e-05,1.1463141728576302e-05,1.1543603683803643e-05,1.1657129648073678e-05,1.1707298111816911e-05,1.175957127843429e-05,1.181417828224903e-05,1.1814385028373534e-05,1.1830032592030891e-05,1.191561735890837e-05,1.1962857884786818e-05,1.1947098845230262e-05,1.1982327304869376e-05,1.2000382325822555e-05,1.1861647614851005e-05,1.165579436639098e-05
1050,9.904943816951436e-06,9.986266133061146e-06,1.0090226481333899e-05,1.0316444583340439e-05,1.0092928665536727e-05,1.0379270487655747e-05,1.0570469349287348e-05,1.0727594545300601e-05,1.088779250100251e-05,1.102162007890048e-05,1.1103018587029107e-05,1.1216102571073111e-05,1.1267525382233953e-05,1.1321158582139413e-05,1.1377337492214046e-05,1.138014070848543e-05,1.1396232113281758e-05,1.1480531354758463e-05,1.1527073913906208e-05,1.1513532163345415e-05,1.1545652221048456e-05,1.1565328640745778e-05,1.143348606761688e-05,1.123855399147901e-05
1100,9.472190494923484e-06,9.555567499863719e-06,9.663144068605177e-06,9.886023938810171e-06,9.683791339304012e-06,9.96722238707799e-06,1.0157987429795454e-05,1.031557426440398e-05,1.0474731576944283e-05,1.0607636179399554e-05,1.068968787781643e-05,1.0802121366921497e-05,1.0854540482689994e-05,1.0909263072986985e-05,1.096673423414343e-05,1.097184586836267e-05,1.0988288739632393e-05,1.1071282096415825e-05,1.1117117078724108e-05,1.1105585101884072e-05,1.1134875053425738e-05,1.115593730811317e-05,1.1030544072027639e-05,1.084571502624945e-05
1150,9.069753122395242e-06,9.154663937804838e-06,9.265100345153568e-06,9.48447854575168e-06,9.301360597707938e-06,9.581566876001627e-06,9.77150713931121e-06,9.929134863881536e-06,1.0087005343710709e-05,1.0218817190181754e-05,1.0301281222581755e-05,1.041289284434609e-05,1.0466086947901679e-05,1.0521666128511539e-05,1.0580186426164155e-05,1.058735181682009e-05,1.0604066447131818e-05,1.0685742396017505e-05,1.0730864308039068e-05,1.0721156450119157e-05,1.0747865779332033e-05,1.0770108054094254e-05,1.0650757638921274e-05,1.0475292730009204e-05
1200,8.69472522701708e-06,8.780733942667222e-06,8.893388286689117e-06,9.109149456886053e-06,8.943240179565132e-06,9.219976267787248e-06,9.408769569864606e-06,9.56608578387586e-06,9.72246944865645e-06,9.8530505722261e-06,9.935722056778347e-06,1.004637153404702e-05,1.0100150517637221e-05,1.0156385755816463e-05,1.0215743531592134e-05,1.0224737012454071e-05,1.0241654564778914e-05,1.0322008819620554e-05,1.0366415591924695e-05,1.0358365366137511e-05,1.038271819487588e-05,1.0405960386650978e-05,1.0292278875743596e-05,1.0125509204355695e-05
1250,8.344552145571116e-06,8.431293321289232e-06,8.545619868237005e-06,8.757687560343513e-06,8.607306249200384e-06,8.880383371483259e-06,9.067765060942092e-06,9.224474918111041e-06,9.379210432110308e-06,9.508449518896532e-06,9.591154117853198e-06,9.700727270732964e-06,9.754927636508003e-06,9.811645998840629e-06,9.871656752868913e-06,9.882277915189556e-06,9.899338906048015e-06,9.978373098167495e-06,1.002206550497482e-05,1.0015523283196794e-05,1.0037721352314279e-05,1.0061805638587007e-05,9.95344847844731e-06,9.794767140960683e-06
1300,8.016979819716445e-06,8.104146720270123e-06,8.219680834717367e-06,8.428010102597744e-06,8.291670059777826e-06,8.560946305385456e-06,8.74669997582246e-06,8.902557229769482e-06,9.055515644188873e-06,9.18332375641068e-06,9.265913141666343e-06,9.37431773962191e-06,9.428798748623265e-06,9.48585097664744e-06,9.546353720878034e-06,9.55842422257021e-06,9.575577236845302e-06,9.65329782320181e-06,9.696278994961114e-06,9.69111001959993e-06,9.711335272031162e-06,9.736123184747502e-06,9.63277233379001e-06,9.481627486183762e-06
1350,7.71001226396101e-06,7.797347255187758e-06,7.913692934754444e-06,8.11826431623859e-06,7.994646580621467e-06,8.260018855273387e-06,8.443968648306966e-06,8.598768193651826e-06,8.749847744594154e-06,8.876154762256092e-06,8.95850281359063e-06,9.065665119943155e-06,9.120305554234425e-06,9.177562752494947e-06,9.23841690529398e-06,9.251777737133013e-06,9.26897833542871e-06,9.345395693176522e-06,9.387670706359751e-06,9.383753372722176e-06,9.402170197923255e-06,9.427540120472077e-06,9.328901529463374e-06,9.184790353274059e-06
1400,7.421876036437392e-06,7.509162702780884e-06,7.625982218394759e-06,7.826796832653657e-06,7.714728004911831e-06,7.976125382778656e-06,8.158129583390666e-06,8.311701218737385e-06,8.460822989170182e-06,8.58557463904976e-06,8.667574244527902e-06,8.773436127652322e-06,8.828131557451921e-06,8.885482388289697e-06,8.946565121031441e-06,8.961074256369313e-06,8.978284043072538e-06,9.05341171722334e-06,9.094987248494514e-06,9.09221161588915e-06,9.108968805191738e-06,9.134813824966673e-06,9.040615204173052e-06,8.903078641277671e-06
1450,7.150990401923094e-06,7.238047044165375e-06,7.355052292227355e-06,7.5521278334641755e-06,7.450561274032788e-06,7.707939488677717e-06,7.887885177017582e-06,8.040088371085827e-06,8.187192661796808e-06,8.310348028635931e-06,8.391908382203741e-06,8.496424892642996e-06,8.551085361338637e-06,8.608433660815228e-06,8.669637623465669e-06,8.685167991075426e-06,8.70235381707629e-06,8.776207894363637e-06,8.817091928583478e-06,8.815358425600045e-06,8.83059088005874e-06,8.856816940926448e-06,8.766805775953274e-06,8.635423920919165e-06
1500,6.895942150449839e-06,6.982616396887967e-06,7.099561650776063e-06,7.292929105819742e-06,7.200928925595622e-06,7.454265791227763e-06,7.632064362009553e-06,7.78278384700941e-06,7.927827131811645e-06,8.049356567135578e-06,8.13040087855062e-06,8.233538210809928e-06,8.288086267288512e-06,8.345349012556896e-06,8.406580378268406e-06,8.423018108491666e-06,8.44015138715926e-06,8.512749974264123e-06,8.55295155765019e-06,8.552169852892399e-06,8.56600007862343e-06,8.592524387183214e-06,8.506466171238282e-06,8.380854227962625e-06
1550,6.6554642456943144e-06,6.741628566721383e-06,6.858304377880384e-06,7.048005330941515e-06,6.9647327057486415e-06,7.214024301564952e-06,7.389607698986214e-06,7.538749749040636e-06,7.681702113330908e-06,7.801585473480598e-06,7.882049021609661e-06,7.983782794821478e-06,8.03815181566165e-06,8.09525738677256e-06,8.156434165984465e-06,8.173677068881727e-06,8.190733187631967e-06,8.262095975964987e-06,8.301625007229528e-06,8.301713021525761e-06,8.314252442086465e-06,8.341002089379048e-06,8.258678744464614e-06,8.138483468605928e-06
1600,6.428417640950332e-06,6.513965600544454e-06,6.6301936484279535e-06,6.81627806398695e-06,6.7409794915914956e-06,6.986236974492424e-06,7.159554519611555e-06,7.3070437987081445e-06,7.447886779384105e-06,7.56611193715467e-06,7.645940410319167e-06,7.746254214212615e-06,7.800386968739107e-06,7.857273658031497e-06,7.918324241043551e-06,7.936280482170563e-06,7.953238294986049e-06,8.023386197456414e-06,8.062253250964836e-06,8.063136290963833e-06,8.074486401796167e-06,8.10139716846394e-06,8.02260563198474e-06,7.907502192885923e-06
1650,6.213775728381515e-06,6.298618839696497e-06,6.4142475683370515e-06,6.596771964793123e-06,6.5287691529268455e-06,6.77001608955749e-06,6.941031800065436e-06,7.086808685256217e-06,7.225533445059795e-06,7.342095029539922e-06,7.421243106707494e-06,7.520127269088079e-06,7.573974688660769e-06,7.630589419065933e-06,7.691451312934134e-06,7.71003825801642e-06,7.726879646738591e-06,7.795834494542365e-06,7.834050670533443e-06,7.835660666779492e-06,7.845914052969262e-06,7.87292937107357e-06,7.797480327682907e-06,7.687169533592515e-06
1700,6.0106109879333725e-06,6.0946760664370864e-06,6.209576975863641e-06,6.388602919601901e-06,6.327284049109067e-06,6.564554178557434e-06,6.733244499216754e-06,6.877262801776581e-06,7.013868583198042e-06,7.1287669105761195e-06,7.207197045333205e-06,7.304647585115706e-06,7.358167704771492e-06,7.414464924983609e-06,7.475083656207863e-06,7.494226860614529e-06,7.510936354836421e-06,7.578720644401701e-06,7.616297442125957e-06,7.6185722773388245e-06,7.627813512790481e-06,7.65488356177282e-06,7.582600303084759e-06,7.4768061418921056e-06
1750,5.81808348206121e-06,5.901310410259461e-06,6.015374895190176e-06,6.190967758186411e-06,6.135779910122647e-06,6.369115264872306e-06,6.535467141588372e-06,6.677692162510919e-06,6.8121849760993895e-06,6.925425140778965e-06,7.003106516594487e-06,7.099124252749464e-06,7.152281298774623e-06,7.208222028624271e-06,7.268550187704602e-06,7.288182510433351e-06,7.304746957467575e-06,7.371383639402201e-06,7.408332849708098e-06,7.41121576517207e-06,7.4195222086549e-06,7.4466031264672485e-06,7.377320523630316e-06,7.2757879783507115e-06
1800,5.635430906030397e-06,5.717770740068757e-06,5.830907387665642e-06,6.003135322445532e-06,5.9535778940702475e-06,6.183027219850882e-06,6.347036462173449e-06,6.4874433294270264e-06,6.619834839207096e-06,6.731425939891389e-06,6.808333570520254e-06,6.90292336241064e-06,6.955686963860171e-06,7.011237967627121e-06,7.0712343753588515e-06,7.091295200392555e-06,7.1077034781467305e-06,7.1732157814257075e-06,7.209549395877628e-06,7.212988465654283e-06,7.220430966954623e-06,7.2474841603168e-06,7.181047736451774e-06,7.0835408405821276e-06
1850,5.461959954548275e-06,5.543373315890201e-06,5.655505589921768e-06,5.824438684234669e-06,5.780057648154539e-06,6.005675073847371e-06,6.1673449602714095e-06,6.305917204202036e-06,6.436223779274924e-06,6.546178258999977e-06,6.622292212228978e-06,6.715462310971836e-06,6.767806816778697e-06,6.822939885787225e-06,6.882568864301986e-06,6.9030034148098665e-06,6.919246181521401e-06,6.983657467289875e-06,7.019387601361824e-06,7.0233352655555304e-06,7.029978793094581e-06,7.0569703332771104e-06,6.9932354244861105e-06,6.899535527297159e-06
1900,5.297038806609194e-06,5.377494512292675e-06,5.488558763621535e-06,5.654268344040449e-06,5.614651228675254e-06,5.836495145938556e-06,5.99583523415127e-06,6.132563564728926e-06,6.260805471337294e-06,6.3691385539558954e-06,6.444443280460095e-06,6.536204774346872e-06,6.588108660637983e-06,6.6427999894492434e-06,6.702030723610392e-06,6.722789456642591e-06,6.738858932356285e-06,6.802192572657787e-06,6.8373314009280814e-06,6.841744050498343e-06,6.847648250191921e-06,6.874548342759843e-06,6.813379337870663e-06,6.723283553876981e-06
1950,5.140090563764942e-06,5.2195644570100315e-06,5.329508210523555e-06,5.492066269704897e-06,5.456837758841397e-06,5.6749698780376905e-06,5.831994988603328e-06,5.966876244189486e-06,6.0930769567842195e-06,6.199806165288175e-06,6.2742899172971925e-06,6.3646562570901e-06,6.416101611774653e-06,6.470331254746656e-06,6.529137231675138e-06,6.550175302817404e-06,6.566065078261965e-06,6.6283443557714935e-06,6.662904057363979e-06,6.6677416640452435e-06,6.67296135783653e-06,6.699743876495282e-06,6.641013526946549e-06,6.5543333473260865e-06
2000,4.990587504180336e-06,5.069061453790396e-06,5.177841930209467e-06,5.337320657011356e-06,5.306138722339076e-06,5.520623276987491e-06,5.675352624159768e-06,5.808388866389328e-06,5.932574479736383e-06,6.037719224175461e-06,6.111373551068876e-06,6.2003601432831935e-06,6.251332217003473e-06,6.305083614027084e-06,6.363442130345045e-06,6.384718919324538e-06,6.400423788493691e-06,6.461671813969343e-06,6.4956645267504566e-06,6.500890312537186e-06,6.5054759438937835e-06,6.532118020012086e-06,6.475706812355767e-06,6.39226685908733e-06
