Production rate of Ti-44 by GCR (all) in meteoroid 20cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,10.34,15.68,21.02,26.36,31.7,37.04,42.38,47.72,53.06,58.4,63.74,69.08
950,9.81353880512853e-06,9.764331435515897e-06,9.739003634990605e-06,9.928947166911201e-06,9.253548882824514e-06,9.443655052071916e-06,9.60793276966024e-06,9.679786362385111e-06,9.762642895479829e-06,9.83051908871723e-06,9.866927617430599e-06,9.91892871670422e-06,9.957865016853216e-06,9.909301284733921e-06,9.845802430655833e-06,9.640461852273727e-06
1000,9.304329411242967e-06,9.263747221391132e-06,9.247390741572097e-06,9.434056803710827e-06,8.804323296269187e-06,8.992133167251695e-06,9.155048600631492e-06,9.229434986101603e-06,9.3121063514867e-06,9.380243893248616e-06,9.417960370510269e-06,9.470440268559532e-06,9.509825737749761e-06,9.465571810359259e-06,9.408028918812713e-06,9.212407695640386e-06
1050,8.83421781279619e-06,8.801135000773253e-06,8.79250688476698e-06,8.975687673859478e-06,8.387387302586921e-06,8.572568869770135e-06,8.733750272763228e-06,8.810067631119189e-06,8.892311249037302e-06,8.960459371030837e-06,8.999192120291757e-06,9.051908011248947e-06,9.091549637103519e-06,9.051170625087657e-06,8.998999082188918e-06,8.812428835415666e-06
1100,8.399178095011874e-06,8.3726320856586e-06,8.370668701009526e-06,8.550218962524938e-06,7.999618568592399e-06,8.181917450247224e-06,8.341070981013537e-06,8.418812637237361e-06,8.500431347463671e-06,8.568382682818726e-06,8.607884449223531e-06,8.660634646685772e-06,8.700372036482726e-06,8.663484596140266e-06,8.61616616031782e-06,8.438039397347638e-06
1150,7.99570425958561e-06,7.974868445742032e-06,7.97865637713108e-06,8.154480727723556e-06,7.638274544675477e-06,7.817499366613049e-06,7.97439499792771e-06,8.053133861896518e-06,8.133968052967026e-06,8.201551391705754e-06,8.24161228238307e-06,8.294229407961922e-06,8.333929329736773e-06,8.30019455086895e-06,8.257268603384376e-06,8.087031816208069e-06
1200,7.620729730221104e-06,7.604891422399945e-06,7.613643708215586e-06,7.785686542669985e-06,7.300936977442816e-06,7.476947601522105e-06,7.63140769930181e-06,7.71078349270877e-06,7.790704682951445e-06,7.857779029989002e-06,7.89822069070549e-06,7.950566078873294e-06,7.990117990759097e-06,7.959235410013238e-06,7.920291528296685e-06,7.75743922522482e-06
1250,7.27156133594615e-06,7.260103797447253e-06,7.273140410000345e-06,7.441377829176178e-06,6.985465848290003e-06,7.1581638482506045e-06,7.3100538704389234e-06,7.3897625899754945e-06,7.468668168252794e-06,7.535117846957146e-06,7.57578863519523e-06,7.627747716286138e-06,7.66706008779764e-06,7.63876262616412e-06,7.603434253846657e-06,7.4475037783788975e-06
1300,6.945824815593335e-06,6.9382125295087305e-06,6.954944249882952e-06,7.1193775791437754e-06,6.689960919864644e-06,6.85928184337003e-06,7.008502733854563e-06,7.088287919524033e-06,7.166096817762835e-06,7.231827417669547e-06,7.272598383500164e-06,7.3240768577977984e-06,7.363074129446844e-06,7.337123792761355e-06,7.305082823415473e-06,7.155649839992069e-06
1350,6.641419560601854e-06,6.637186073541296e-06,6.657101100360257e-06,6.817751667011767e-06,6.41272946343255e-06,6.5786365218321944e-06,6.725118466864456e-06,6.804763935508732e-06,6.881413053946031e-06,6.946348063703494e-06,6.987109589143376e-06,7.038030244132531e-06,7.076650304352083e-06,7.052834516992962e-06,7.023786642650156e-06,6.880461189857456e-06
1400,6.356480818024176e-06,6.355218653114921e-06,6.377871426991051e-06,6.534776339676395e-06,6.15225903871104e-06,6.314737943923462e-06,6.45843522934829e-06,6.53775900364735e-06,6.61320024720442e-06,6.677278246547977e-06,6.717937224457069e-06,6.768237277546797e-06,6.806429360972361e-06,6.7845578275623365e-06,6.758238530141132e-06,6.620661558747211e-06
1450,6.089347957523177e-06,6.09070020035271e-06,6.115702034564466e-06,6.268910763958006e-06,5.907194427574845e-06,6.066249155079375e-06,6.20713591716077e-06,6.285985134757275e-06,6.360182947925696e-06,6.4233552578718595e-06,6.463832715064128e-06,6.5134615875997595e-06,6.551184518184717e-06,6.53108652757703e-06,6.507257612998404e-06,6.375097939833352e-06
1500,5.83853769774512e-06,5.842190943290519e-06,5.869202134982972e-06,6.018773738182462e-06,5.676318001378044e-06,5.831967304212446e-06,5.970034009042028e-06,6.048280638892981e-06,6.12120994905807e-06,6.183438659342506e-06,6.223667747084541e-06,6.272585193870061e-06,6.309805911465534e-06,6.2913280127935e-06,6.269774604965403e-06,6.142726224788276e-06
1550,5.6027214120064e-06,5.608399825230789e-06,5.6371229864009735e-06,5.783123850531968e-06,5.458532941023324e-06,5.61080747529949e-06,5.746057994672906e-06,5.823595221072874e-06,5.895239717851177e-06,5.956496026228512e-06,5.996420315879453e-06,6.044594848928831e-06,6.08128716985535e-06,6.064291162834811e-06,6.044819088763456e-06,5.922598795384008e-06
1600,5.380705807526005e-06,5.388166100242048e-06,5.418340498537616e-06,5.5608425047182825e-06,5.252848838608843e-06,5.401788788859643e-06,5.534237966318392e-06,5.610977127384715e-06,5.6813278194588525e-06,5.7415906298119395e-06,5.781162662921562e-06,5.82857021964319e-06,5.864713791173827e-06,5.84907498284391e-06,5.831508491567829e-06,5.713853767011776e-06
1650,5.171416408720342e-06,5.180443574170031e-06,5.21184031346537e-06,5.350919342250299e-06,5.0583692963726625e-06,5.20402241087644e-06,5.3336940319774586e-06,5.409562020328483e-06,5.478616022278518e-06,5.537870758290936e-06,5.577050809692113e-06,5.623673624860875e-06,5.659253040995198e-06,5.644858729173543e-06,5.629038496559863e-06,5.515705633293471e-06
1700,4.973883382383043e-06,4.984287059433429e-06,5.016704961763463e-06,5.152439676831937e-06,4.874281207903224e-06,5.01670117137249e-06,5.14362626840633e-06,5.218563318493096e-06,5.286322828897307e-06,5.344560427882845e-06,5.383315447707341e-06,5.429141095905253e-06,5.4641451477677205e-06,5.450893298081219e-06,5.436674677189062e-06,5.327437103594855e-06
1750,4.787229327610705e-06,4.798840690490916e-06,4.832102766102341e-06,4.964573625283528e-06,4.699845462086141e-06,4.839090546793428e-06,4.963305981056811e-06,5.037263781045416e-06,5.1037352201471044e-06,5.160951277928243e-06,5.19925398443092e-06,5.2442745655340304e-06,5.2786956045068905e-06,5.266493693242362e-06,5.2537451762740446e-06,5.1483919598933824e-06
1800,4.610658721140493e-06,4.623327809723839e-06,4.657278222167774e-06,4.786566674657508e-06,4.534388854990967e-06,4.6705208023231645e-06,4.792068077376801e-06,4.865008154320478e-06,4.9302014352045534e-06,4.986395478017777e-06,5.024223577917335e-06,5.068435022972757e-06,5.102268418524316e-06,5.091032417964262e-06,5.079634281052909e-06,4.977968787733444e-06
1850,4.443448763143089e-06,4.457042184014953e-06,4.491543633442021e-06,4.617731469832244e-06,4.37729703113768e-06,4.510380124320715e-06,4.629304391974904e-06,4.701196727804408e-06,4.76512463959178e-06,4.820299503120334e-06,4.857635020086985e-06,4.901036498794752e-06,4.934280176081517e-06,4.92393366263674e-06,4.913776769059913e-06,4.81561545919533e-06
1900,4.284941412361456e-06,4.299340353153437e-06,4.3342718141082065e-06,4.4574406420590904e-06,4.228008305083225e-06,4.358108600863545e-06,4.474457828353851e-06,4.5452796713699924e-06,4.607957356639514e-06,4.662118655632717e-06,4.698947350757583e-06,4.741540764927697e-06,4.774194809784351e-06,4.7646681782549085e-06,4.755652919285395e-06,4.660824264908866e-06
1950,4.13453643502491e-06,4.149634944376993e-06,4.184889705071504e-06,4.305120528438997e-06,4.086008238396269e-06,4.213192931160194e-06,4.32701720343069e-06,4.3967520458333055e-06,4.45819655749694e-06,4.511352232180915e-06,4.547663102889927e-06,4.589452652828551e-06,4.621518973829329e-06,4.6127487436364294e-06,4.604784099269947e-06,4.513127607944508e-06
2000,3.991685320915532e-06,4.007388814447617e-06,4.0428727732157165e-06,4.160245656463764e-06,3.950824866911278e-06,4.075161763344718e-06,4.186512698801757e-06,4.255149395589722e-06,4.3153793209131606e-06,4.367539248651691e-06,4.4033240946909944e-06,4.4443159075923794e-06,4.475797946564713e-06,4.467726147890497e-06,4.460728852235913e-06,4.37209418553857e-06
